Time;Tdry;Iet_h;Iet_n;Igl_h;Idir_n;Idif_h;Tdry_mod;Tdry_Ideal;;;
6/8/2002 16;26;755;1328;478;565;156;19,016;25,6;;;
6/8/2002 17;25,4;549;1328;305;420;131;19,017;25,278;;;
6/8/2002 18;24,9;324;1328;134;177;91;19,018;24,64;;;
6/8/2002 19;23,5;96;1328;18;0;18;19,019;23,73;;;
6/8/2002 20;22,2;0;1328;0;0;0;19,019;22,608;;;
6/8/2002 21;20,8;0;1328;0;0;0;19,019;21,351;;;
6/8/2002 22;19,5;0;1328;0;0;0;19,019;20,044;;;
6/8/2002 23;18,3;0;1328;0;0;0;19,018;18,777;;;
7/8/2002 00;17;0;1328;0;0;0;19,017;17,636;;;
7/8/2002 01;16;0;1328;0;0;0;19,016;16,697;;;
7/8/2002 02;14,9;0;1328;0;0;0;19,015;16,025;;;
7/8/2002 03;13,9;0;1328;0;0;0;19,014;15,666;;;
7/8/2002 04;14,1;0;1328;0;0;0;19,013;15,643;;;
7/8/2002 05;14,2;30;1328;6;0;6;19,012;15,959;;;
7/8/2002 06;14,4;231;1328;76;86;61;19,011;16,591;;;
7/8/2002 07;16,3;459;1328;236;317;126;19,011;17,496;;;
7/8/2002 08;18,2;675;1328;420;501;165;19,013;18,613;;;
7/8/2002 09;20,1;863;1328;591;667;157;19,016;19,866;;;
7/8/2002 10;21,4;1012;1328;728;730;171;19,021;21,168;;;
7/8/2002 11;22,8;1110;1328;819;785;162;19,025;22,432;;;
7/8/2002 12;24,1;1151;1328;857;791;170;19,03;23,57;;;
7/8/2002 13;24,4;1133;1328;829;750;188;19,034;24,506;;;
7/8/2002 14;24,8;1056;1328;746;677;207;19,038;25,176;;;
7/8/2002 15;25,1;926;1328;617;589;205;19,044;25,533;;;
7/8/2002 16;25,3;751;1328;455;469;189;19,049;25,554;;;
7/8/2002 17;25,4;544;1328;278;315;148;19,053;25,236;;;
7/8/2002 18;25,6;319;1328;115;102;91;19,057;24,602;;;
7/8/2002 19;24;92;1328;17;0;17;19,059;23,694;;;
7/8/2002 20;22,5;0;1328;0;0;0;19,061;22,574;;;
7/8/2002 21;20,9;0;1328;0;0;0;19,062;21,318;;;
7/8/2002 22;19,5;0;1328;0;0;0;19,063;20,012;;;
7/8/2002 23;18,1;0;1328;0;0;0;19,064;18,744;;;
8/8/2002 00;16,7;0;1329;0;0;0;19,065;17,6;;;
8/8/2002 01;16,3;0;1329;0;0;0;19,066;16,658;;;
8/8/2002 02;15,9;0;1329;0;0;0;19,066;15,983;;;
8/8/2002 03;15,5;0;1329;0;0;0;19,066;15,619;;;
8/8/2002 04;15,5;0;1329;0;0;0;19,066;15,592;;;
8/8/2002 05;15,5;28;1329;5;0;5;19,066;15,904;;;
8/8/2002 06;15,5;227;1329;70;62;60;19,065;16,532;;;
8/8/2002 07;17,5;455;1329;217;244;133;19,066;17,434;;;
8/8/2002 08;19,6;672;1329;377;389;180;19,068;18,549;;;
8/8/2002 09;21,6;860;1329;515;397;257;19,071;19,8;;;
8/8/2002 10;23;1009;1329;614;382;323;19,073;21,102;;;
8/8/2002 11;24,5;1107;1329;664;346;375;19,077;22,367;;;
8/8/2002 12;25,9;1148;1329;664;294;409;19,08;23,507;;;
8/8/2002 13;26,3;1130;1329;578;180;424;19,084;24,446;;;
8/8/2002 14;26,7;1053;1329;449;114;358;19,089;25,119;;;
8/8/2002 15;27,1;922;1329;302;20;288;19,094;25,48;;;
8/8/2002 16;26,4;747;1329;213;10;208;19,098;25,505;;;
8/8/2002 17;25,6;540;1329;125;0;125;19,102;25,192;;;
8/8/2002 18;24,9;314;1329;49;0;49;19,106;24,561;;;
8/8/2002 19;23,9;87;1329;7;0;7;19,11;23,656;;;
8/8/2002 20;22,9;0;1329;0;0;0;19,114;22,538;;;
8/8/2002 21;21,9;0;1329;0;0;0;19,118;21,283;;;
8/8/2002 22;21,3;0;1329;0;0;0;19,121;19,976;;;
8/8/2002 23;20,8;0;1329;0;0;0;19,125;18,707;;;
9/8/2002 00;20,2;0;1329;0;0;0;19,127;17,561;;;
9/8/2002 01;19,7;0;1329;0;0;0;19,13;16,617;;;
9/8/2002 02;19,2;0;1329;0;0;0;19,132;15,938;;;
9/8/2002 03;18,6;0;1329;0;0;0;19,134;15,57;;;
9/8/2002 04;18;0;1329;0;0;0;19,137;15,539;;;
9/8/2002 05;17,5;26;1329;4;0;4;19,139;15,846;;;
9/8/2002 06;16,9;223;1329;68;53;59;19,141;16,471;;;
9/8/2002 07;18,4;452;1329;215;246;131;19,143;17,37;;;
9/8/2002 08;19,9;668;1329;377;396;178;19,146;18,482;;;
9/8/2002 09;21,4;857;1329;516;402;257;19,149;19,732;;;
9/8/2002 10;22,1;1006;1329;675;546;261;19,152;21,034;;;
9/8/2002 11;22,9;1104;1329;792;637;262;19,155;22,299;;;
9/8/2002 12;23,6;1146;1329;853;750;205;19,157;23,442;;;
9/8/2002 13;24,1;1127;1329;812;671;242;19,158;24,383;;;
9/8/2002 14;24,7;1049;1329;712;537;287;19,16;25,06;;;
9/8/2002 15;25,2;919;1329;566;426;270;19,162;25,425;;;
9/8/2002 16;24,1;743;1329;375;223;250;19,162;25,454;;;
9/8/2002 17;22,9;536;1329;192;69;164;19,162;25,144;;;
9/8/2002 18;21,8;309;1329;59;0;59;19,161;24,517;;;
9/8/2002 19;20,3;83;1329;8;0;8;19,16;23,615;;;
9/8/2002 20;18,8;0;1329;0;0;0;19,159;22,499;;;
9/8/2002 21;17,3;0;1329;0;0;0;19,159;21,245;;;
9/8/2002 22;16,9;0;1329;0;0;0;19,159;19,938;;;
9/8/2002 23;16,4;0;1329;0;0;0;19,159;18,668;;;
10/8/2002 00;16;0;1330;0;0;0;19,159;17,52;;;
10/8/2002 01;16,3;0;1330;0;0;0;19,16;16,572;;;
10/8/2002 02;16,7;0;1330;0;0;0;19,161;15,89;;;
10/8/2002 03;17;0;1330;0;0;0;19,161;15,518;;;
10/8/2002 04;17,1;0;1330;0;0;0;19,163;15,482;;;
10/8/2002 05;17,1;24;1330;2;0;2;19,164;15,785;;;
10/8/2002 06;17,2;219;1330;33;0;33;19,166;16,406;;;
10/8/2002 07;17,6;448;1330;106;0;106;19,167;17,302;;;
10/8/2002 08;18,1;665;1330;192;11;187;19,168;18,413;;;
10/8/2002 09;18,5;854;1330;272;13;263;19,168;19,661;;;
10/8/2002 10;18,5;1003;1330;288;24;270;19,168;20,963;;;
10/8/2002 11;18,4;1101;1330;268;2;266;19,167;22,229;;;
10/8/2002 12;18,4;1143;1330;217;2;215;19,166;23,373;;;
10/8/2002 13;18,6;1124;1330;212;3;210;19,165;24,318;;;
10/8/2002 14;18,9;1046;1330;194;2;192;19,164;24,998;;;
10/8/2002 15;19,1;915;1330;163;0;163;19,163;25,367;;;
10/8/2002 16;18,9;739;1330;158;0;158;19,16;25,399;;;
10/8/2002 17;18,7;531;1330;118;0;118;19,158;25,094;;;
10/8/2002 18;18,5;304;1330;57;0;57;19,154;24,47;;;
10/8/2002 19;17,5;78;1330;10;0;10;19,151;23,571;;;
10/8/2002 20;16,6;0;1330;0;0;0;19,148;22,457;;;
10/8/2002 21;15,6;0;1330;0;0;0;19,145;21,204;;;
10/8/2002 22;15,1;0;1330;0;0;0;19,143;19,897;;;
10/8/2002 23;14,6;0;1330;0;0;0;19,142;18,626;;;
11/8/2002 00;14,1;0;1330;0;0;0;19,14;17,476;;;
11/8/2002 01;13,5;0;1330;0;0;0;19,139;16,525;;;
11/8/2002 02;13;0;1330;0;0;0;19,139;15,839;;;
11/8/2002 03;12,4;0;1330;0;0;0;19,138;15,463;;;
11/8/2002 04;12,5;0;1330;0;0;0;19,137;15,423;;;
11/8/2002 05;12,5;22;1330;4;0;4;19,137;15,722;;;
11/8/2002 06;12,6;214;1330;69;73;58;19,135;16,339;;;
11/8/2002 07;14,4;444;1330;231;325;122;19,135;17,232;;;
11/8/2002 08;16,2;661;1330;419;539;150;19,134;18,34;;;
11/8/2002 09;17,9;851;1330;593;711;137;19,133;19,587;;;
11/8/2002 10;19,7;1000;1330;730;750;164;19,131;20,889;;;
11/8/2002 11;21,5;1098;1330;817;790;163;19,13;22,156;;;
11/8/2002 12;23,3;1140;1330;847;772;185;19,129;23,302;;;
11/8/2002 13;24,2;1120;1330;830;769;180;19,127;24,249;;;
11/8/2002 14;25;1043;1330;758;754;165;19,125;24,932;;;
11/8/2002 15;25,9;911;1330;636;685;166;19,124;25,305;;;
11/8/2002 16;25,5;735;1330;483;633;133;19,121;25,342;;;
11/8/2002 17;25,1;526;1330;300;461;117;19,118;25,04;;;
11/8/2002 18;24,7;299;1330;122;173;83;19,115;24,42;;;
11/8/2002 19;22,4;74;1330;14;0;14;19,111;23,524;;;
11/8/2002 20;20,1;0;1330;0;0;0;19,107;22,412;;;
11/8/2002 21;17,8;0;1330;0;0;0;19,103;21,16;;;
11/8/2002 22;16,6;0;1330;0;0;0;19,101;19,854;;;
11/8/2002 23;15,3;0;1330;0;0;0;19,098;18,581;;;
12/8/2002 00;14,1;0;1330;0;0;0;19,094;17,429;;;
12/8/2002 01;13,5;0;1330;0;0;0;19,091;16,476;;;
12/8/2002 02;12,8;0;1330;0;0;0;19,087;15,785;;;
12/8/2002 03;12,2;0;1330;0;0;0;19,084;15,406;;;
12/8/2002 04;12,5;0;1330;0;0;0;19,08;15,362;;;
12/8/2002 05;12,7;20;1330;4;0;4;19,076;15,656;;;
12/8/2002 06;13;210;1330;65;59;56;19,072;16,269;;;
12/8/2002 07;15,5;440;1330;219;289;123;19,07;17,159;;;
12/8/2002 08;18,1;658;1330;393;483;153;19,067;18,265;;;
12/8/2002 09;20,6;848;1330;547;564;187;19,066;19,511;;;
12/8/2002 10;22,9;997;1330;692;652;202;19,064;20,812;;;
12/8/2002 11;25,3;1095;1330;793;724;196;19,063;22,08;;;
12/8/2002 12;27,6;1136;1330;843;789;167;19,063;23,228;;;
12/8/2002 13;28,3;1117;1330;825;785;164;19,063;24,178;;;
12/8/2002 14;28,9;1039;1330;752;768;151;19,064;24,865;;;
12/8/2002 15;29,6;907;1330;630;696;155;19,067;25,241;;;
12/8/2002 16;29,3;731;1330;470;608;135;19,069;25,282;;;
12/8/2002 17;28,9;522;1330;288;419;123;19,07;24,984;;;
12/8/2002 18;28,6;294;1330;115;150;82;19,07;24,368;;;
12/8/2002 19;26,2;69;1330;13;0;13;19,07;23,474;;;
12/8/2002 20;23,9;0;1330;0;0;0;19,069;22,364;;;
12/8/2002 21;21,5;0;1330;0;0;0;19,067;21,114;;;
12/8/2002 22;21,5;0;1330;0;0;0;19,065;19,807;;;
12/8/2002 23;21,6;0;1330;0;0;0;19,062;18,534;;;
13/8/2002 00;21,6;0;1331;0;0;0;19,06;17,379;;;
13/8/2002 01;20,6;0;1331;0;0;0;19,057;16,423;;;
13/8/2002 02;19,5;0;1331;0;0;0;19,054;15,729;;;
13/8/2002 03;18,5;0;1331;0;0;0;19,051;15,345;;;
13/8/2002 04;17,9;0;1331;0;0;0;19,048;15,297;;;
13/8/2002 05;17,2;18;1331;2;0;2;19,046;15,588;;;
13/8/2002 06;16,6;206;1331;26;0;26;19,043;16,197;;;
13/8/2002 07;18,9;437;1331;91;0;91;19,041;17,084;;;
13/8/2002 08;21,1;654;1331;168;4;166;19,039;18,187;;;
13/8/2002 09;23,4;844;1331;240;8;235;19,04;19,432;;;
13/8/2002 10;24,2;994;1331;297;12;288;19,042;20,733;;;
13/8/2002 11;25;1092;1331;335;18;320;19,043;22,001;;;
13/8/2002 12;25,8;1133;1331;351;19;335;19,045;23,151;;;
13/8/2002 13;26,5;1114;1331;585;307;328;19,047;24,104;;;
13/8/2002 14;27,2;1035;1331;674;500;285;19,049;24,794;;;
13/8/2002 15;27,9;903;1331;626;678;165;19,051;25,174;;;
13/8/2002 16;27,4;726;1331;465;600;137;19,052;25,219;;;
13/8/2002 17;26,8;517;1331;283;410;123;19,052;24,925;;;
13/8/2002 18;26,3;289;1331;111;143;80;19,051;24,312;;;
13/8/2002 19;24,5;65;1331;13;0;13;19,049;23,422;;;
13/8/2002 20;22,6;0;1331;0;0;0;19,049;22,314;;;
13/8/2002 21;20,8;0;1331;0;0;0;19,048;21,065;;;
13/8/2002 22;19,8;0;1331;0;0;0;19,049;19,758;;;
13/8/2002 23;18,7;0;1331;0;0;0;19,051;18,483;;;
14/8/2002 00;17,7;0;1331;0;0;0;19,053;17,327;;;
14/8/2002 01;17,3;0;1331;0;0;0;19,055;16,368;;;
14/8/2002 02;16,8;0;1331;0;0;0;19,058;15,67;;;
14/8/2002 03;16,4;0;1331;0;0;0;19,061;15,282;;;
14/8/2002 04;16,4;0;1331;0;0;0;19,063;15,23;;;
14/8/2002 05;16,4;16;1331;3;0;3;19,065;15,516;;;
14/8/2002 06;16,4;202;1331;62;60;53;19,067;16,122;;;
14/8/2002 07;18,5;433;1331;221;309;120;19,068;17,005;;;
14/8/2002 08;20,5;651;1331;407;516;154;19,068;18,106;;;
14/8/2002 09;22,6;841;1331;578;708;130;19,067;19,35;;;
14/8/2002 10;24,1;991;1331;709;777;129;19,065;20,65;;;
14/8/2002 11;25,7;1089;1331;783;775;147;19,062;21,92;;;
14/8/2002 12;27,2;1130;1331;793;659;232;19,059;23,072;;;
14/8/2002 13;27,9;1110;1331;692;411;348;19,055;24,027;;;
14/8/2002 14;28,7;1031;1331;512;214;346;19,051;24,72;;;
14/8/2002 15;29,4;899;1331;291;44;261;19,047;25,105;;;
14/8/2002 16;28,5;722;1331;270;64;235;19,042;25,154;;;
14/8/2002 17;27,6;512;1331;192;53;172;19,037;24,864;;;
14/8/2002 18;26,7;283;1331;84;21;79;19,032;24,254;;;
14/8/2002 19;25,1;60;1331;10;0;10;19,028;23,367;;;
14/8/2002 20;23,6;0;1331;0;0;0;19,025;22,261;;;
14/8/2002 21;22;0;1331;0;0;0;19,022;21,013;;;
14/8/2002 22;21,1;0;1331;0;0;0;19,019;19,706;;;
14/8/2002 23;20,2;0;1331;0;0;0;19,016;18,431;;;
15/8/2002 00;19,3;0;1332;0;0;0;19,014;17,272;;;
15/8/2002 01;19,6;0;1332;0;0;0;19,012;16,31;;;
15/8/2002 02;19,8;0;1332;0;0;0;19,01;15,609;;;
15/8/2002 03;20,1;0;1332;0;0;0;19,008;15,217;;;
15/8/2002 04;19,1;0;1332;0;0;0;19,007;15,16;;;
15/8/2002 05;18,1;14;1332;3;0;3;19,005;15,442;;;
15/8/2002 06;17,1;197;1332;59;47;52;19,003;16,044;;;
15/8/2002 07;19,3;429;1332;209;276;120;19,001;16,924;;;
15/8/2002 08;21,4;647;1332;383;473;153;18,998;18,023;;;
15/8/2002 09;23,6;838;1332;538;557;187;18,994;19,265;;;
15/8/2002 10;24,6;987;1332;654;537;255;18,99;20,565;;;
15/8/2002 11;25,7;1086;1332;720;447;355;18,986;21,836;;;
15/8/2002 12;26,7;1127;1332;732;474;330;18,982;22,989;;;
15/8/2002 13;26,8;1107;1332;738;515;309;18,979;23,947;;;
15/8/2002 14;27;1028;1332;690;483;317;18,975;24,644;;;
15/8/2002 15;27,1;895;1332;590;563;210;18,971;25,032;;;
15/8/2002 16;26,3;717;1332;403;337;221;18,967;25,085;;;
15/8/2002 17;25,4;507;1332;214;146;158;18,962;24,799;;;
15/8/2002 18;24,6;278;1332;67;0;67;18,957;24,193;;;
15/8/2002 19;22,9;56;1332;8;0;8;18,952;23,309;;;
15/8/2002 20;21,3;0;1332;0;0;0;18,947;22,205;;;
15/8/2002 21;19,6;0;1332;0;0;0;18,943;20,958;;;
15/8/2002 22;18,8;0;1332;0;0;0;18,939;19,652;;;
15/8/2002 23;18;0;1332;0;0;0;18,936;18,375;;;
16/8/2002 00;17,2;0;1332;0;0;0;18,933;17,214;;;
16/8/2002 01;16,4;0;1332;0;0;0;18,929;16,249;;;
16/8/2002 02;15,7;0;1332;0;0;0;18,926;15,545;;;
16/8/2002 03;14,9;0;1332;0;0;0;18,923;15,148;;;
16/8/2002 04;14,8;0;1332;0;0;0;18,92;15,087;;;
16/8/2002 05;14,8;13;1332;3;0;3;18,917;15,365;;;
16/8/2002 06;14,7;193;1332;58;51;51;18,914;15,963;;;
16/8/2002 07;16,5;425;1332;213;295;119;18,911;16,841;;;
16/8/2002 08;18,3;644;1332;395;484;161;18,908;17,937;;;
16/8/2002 09;20,1;834;1332;560;704;118;18,904;19,177;;;
16/8/2002 10;21,9;984;1332;697;708;173;18,901;20,478;;;
16/8/2002 11;23,7;1083;1332;789;767;165;18,898;21,749;;;
16/8/2002 12;25,5;1123;1332;828;778;170;18,895;22,904;;;
16/8/2002 13;26,4;1103;1332;808;772;168;18,892;23,865;;;
16/8/2002 14;27,3;1024;1332;734;753;155;18,889;24,565;;;
16/8/2002 15;28,2;890;1332;612;679;157;18,885;24,957;;;
16/8/2002 16;27,4;712;1332;452;586;138;18,881;25,014;;;
16/8/2002 17;26,6;501;1332;270;397;121;18,876;24,732;;;
16/8/2002 18;25,8;272;1332;101;127;75;18,87;24,13;;;
16/8/2002 19;24,2;52;1332;10;0;10;18,864;23,248;;;
16/8/2002 20;22,5;0;1332;0;0;0;18,859;22,147;;;
16/8/2002 21;20,9;0;1332;0;0;0;18,853;20,901;;;
16/8/2002 22;19,8;0;1332;0;0;0;18,848;19,594;;;
16/8/2002 23;18,8;0;1332;0;0;0;18,844;18,317;;;
17/8/2002 00;17,7;0;1333;0;0;0;18,84;17,154;;;
17/8/2002 01;17,1;0;1333;0;0;0;18,837;16,186;;;
17/8/2002 02;16,5;0;1333;0;0;0;18,834;15,478;;;
17/8/2002 03;15,9;0;1333;0;0;0;18,831;15,077;;;
17/8/2002 04;16;0;1333;0;0;0;18,828;15,012;;;
17/8/2002 05;16;11;1333;2;0;2;18,826;15,286;;;
17/8/2002 06;16,1;189;1333;56;47;49;18,823;15,88;;;
17/8/2002 07;18,3;421;1333;210;290;118;18,821;16,754;;;
17/8/2002 08;20,4;640;1333;392;480;161;18,819;17,848;;;
17/8/2002 09;22,6;831;1333;557;704;118;18,816;19,087;;;
17/8/2002 10;24,3;981;1333;695;708;172;18,813;20,387;;;
17/8/2002 11;26;1079;1333;786;767;164;18,81;21,659;;;
17/8/2002 12;27,7;1120;1333;825;778;169;18,807;22,816;;;
17/8/2002 13;28,3;1099;1333;806;776;165;18,803;23,78;;;
17/8/2002 14;28,9;1020;1333;733;760;150;18,798;24,483;;;
17/8/2002 15;29,5;886;1333;610;687;153;18,793;24,879;;;
17/8/2002 16;28,3;707;1333;448;587;136;18,787;24,94;;;
17/8/2002 17;27,2;496;1333;266;392;120;18,781;24,662;;;
17/8/2002 18;26;266;1333;98;120;74;18,775;24,063;;;
17/8/2002 19;24,4;48;1333;9;0;9;18,768;23,185;;;
17/8/2002 20;22,8;0;1333;0;0;0;18,762;22,085;;;
17/8/2002 21;21,2;0;1333;0;0;0;18,757;20,84;;;
17/8/2002 22;20,4;0;1333;0;0;0;18,752;19,534;;;
17/8/2002 23;19,7;0;1333;0;0;0;18,748;18,256;;;
18/8/2002 00;18,9;0;1333;0;0;0;18,744;17,091;;;
18/8/2002 01;18,3;0;1333;0;0;0;18,74;16,12;;;
18/8/2002 02;17,6;0;1333;0;0;0;18,736;15,408;;;
18/8/2002 03;17;0;1333;0;0;0;18,733;15,004;;;
18/8/2002 04;16,9;0;1333;0;0;0;18,73;14,934;;;
18/8/2002 05;16,8;10;1333;2;0;2;18,726;15,204;;;
18/8/2002 06;16,7;185;1333;54;44;48;18,722;15,794;;;
18/8/2002 07;18,9;417;1333;209;296;116;18,718;16,665;;;
18/8/2002 08;21;636;1333;395;559;127;18,714;17,757;;;
18/8/2002 09;23,2;828;1333;569;713;125;18,71;18,995;;;
18/8/2002 10;24,5;978;1333;707;822;103;18,706;20,294;;;
18/8/2002 11;25,8;1076;1333;793;859;98;18,702;21,567;;;
18/8/2002 12;27,1;1116;1333;817;818;131;18,697;22,726;;;
18/8/2002 13;28,1;1096;1333;799;815;127;18,692;23,692;;;
18/8/2002 14;29,1;1016;1333;725;762;144;18,685;24,399;;;
18/8/2002 15;30,1;881;1333;603;727;122;18,678;24,799;;;
18/8/2002 16;29,6;702;1333;447;667;95;18,671;24,864;;;
18/8/2002 17;29,1;491;1333;266;439;104;18,663;24,589;;;
18/8/2002 18;28,6;260;1333;96;134;70;18,656;23,994;;;
18/8/2002 19;26,4;44;1333;9;0;9;18,648;23,119;;;
18/8/2002 20;24,2;0;1333;0;0;0;18,641;22,022;;;
18/8/2002 21;22;0;1333;0;0;0;18,634;20,778;;;
18/8/2002 22;20,7;0;1333;0;0;0;18,627;19,472;;;
18/8/2002 23;19,5;0;1333;0;0;0;18,62;18,192;;;
19/8/2002 00;18,2;0;1334;0;0;0;18,614;17,026;;;
19/8/2002 01;17,4;0;1334;0;0;0;18,608;16,052;;;
19/8/2002 02;16,6;0;1334;0;0;0;18,602;15,336;;;
19/8/2002 03;15,8;0;1334;0;0;0;18,596;14,928;;;
19/8/2002 04;16;0;1334;0;0;0;18,591;14,854;;;
19/8/2002 05;16,1;9;1334;2;0;2;18,585;15,119;;;
19/8/2002 06;16,3;180;1334;48;21;45;18,58;15,706;;;
19/8/2002 07;18,6;413;1334;177;179;121;18,574;16,574;;;
19/8/2002 08;20,8;633;1334;297;127;237;18,568;17,663;;;
19/8/2002 09;23,1;824;1334;354;98;293;18,562;18,899;;;
19/8/2002 10;25,1;974;1334;492;164;372;18,557;20,199;;;
19/8/2002 11;27;1073;1334;607;292;372;18,551;21,472;;;
19/8/2002 12;29;1113;1334;683;393;354;18,545;22,633;;;
19/8/2002 13;29,3;1092;1334;705;478;313;18,539;23,601;;;
19/8/2002 14;29,5;1011;1334;669;549;252;18,533;24,312;;;
19/8/2002 15;29,8;877;1334;576;565;204;18,526;24,715;;;
19/8/2002 16;28,7;697;1334;429;529;152;18,519;24,784;;;
19/8/2002 17;27,5;485;1334;256;375;119;18,511;24,514;;;
19/8/2002 18;26,4;255;1334;91;112;70;18,503;23,923;;;
19/8/2002 19;24,3;40;1334;8;0;8;18,495;23,05;;;
19/8/2002 20;22,3;0;1334;0;0;0;18,487;21,955;;;
19/8/2002 21;20,2;0;1334;0;0;0;18,48;20,712;;;
19/8/2002 22;19,4;0;1334;0;0;0;18,474;19,406;;;
19/8/2002 23;18,5;0;1334;0;0;0;18,468;18,126;;;
20/8/2002 00;17,7;0;1334;0;0;0;18,463;16,957;;;
20/8/2002 01;16,7;0;1334;0;0;0;18,458;15,981;;;
20/8/2002 02;15,7;0;1334;0;0;0;18,454;15,262;;;
20/8/2002 03;14,7;0;1334;0;0;0;18,45;14,849;;;
20/8/2002 04;14,8;0;1334;0;0;0;18,446;14,771;;;
20/8/2002 05;14,8;7;1334;1;0;1;18,442;15,032;;;
20/8/2002 06;14,9;176;1334;50;37;45;18,438;15,615;;;
20/8/2002 07;17,5;409;1334;204;294;113;18,433;16,479;;;
20/8/2002 08;20,1;629;1334;390;511;149;18,428;17,566;;;
20/8/2002 09;22,7;821;1334;565;700;134;18,423;18,801;;;
20/8/2002 10;24,2;971;1334;705;777;139;18,418;20,1;;;
20/8/2002 11;25,6;1069;1334;793;825;131;18,412;21,374;;;
20/8/2002 12;27,1;1109;1334;819;770;177;18,405;22,537;;;
20/8/2002 13;27,8;1088;1334;799;788;155;18,398;23,508;;;
20/8/2002 14;28,4;1007;1334;724;744;161;18,39;24,222;;;
20/8/2002 15;29,1;872;1334;600;690;148;18,382;24,629;;;
20/8/2002 16;28,8;692;1334;445;622;121;18,373;24,703;;;
20/8/2002 17;28,6;479;1334;261;420;110;18,364;24,436;;;
20/8/2002 18;28,3;248;1334;90;120;68;18,356;23,848;;;
20/8/2002 19;26,1;37;1334;7;0;7;18,349;22,979;;;
20/8/2002 20;24;0;1334;0;0;0;18,342;21,886;;;
20/8/2002 21;21,8;0;1334;0;0;0;18,335;20,644;;;
20/8/2002 22;20,3;0;1334;0;0;0;18,33;19,339;;;
20/8/2002 23;18,9;0;1334;0;0;0;18,324;18,057;;;
21/8/2002 00;17,4;0;1335;0;0;0;18,32;16,887;;;
21/8/2002 01;17,1;0;1335;0;0;0;18,316;15,907;;;
21/8/2002 02;16,8;0;1335;0;0;0;18,313;15,184;;;
21/8/2002 03;16,5;0;1335;0;0;0;18,309;14,768;;;
21/8/2002 04;16,2;0;1335;0;0;0;18,305;14,685;;;
21/8/2002 05;15,9;6;1335;1;0;1;18,301;14,943;;;
21/8/2002 06;15,6;171;1335;48;33;44;18,297;15,522;;;
21/8/2002 07;18;405;1335;201;290;112;18,292;16,383;;;
21/8/2002 08;20,5;625;1335;387;506;149;18,287;17,467;;;
21/8/2002 09;22,9;817;1335;560;691;136;18,281;18,701;;;
21/8/2002 10;24,4;967;1335;700;769;142;18,274;19,999;;;
21/8/2002 11;25,8;1065;1335;792;832;127;18,268;21,274;;;
21/8/2002 12;27,3;1105;1335;830;842;132;18,261;22,438;;;
21/8/2002 13;28,4;1084;1335;796;771;168;18,254;23,412;;;
21/8/2002 14;29,6;1003;1335;697;657;203;18,248;24,13;;;
21/8/2002 15;30,7;867;1335;546;488;228;18,242;24,541;;;
21/8/2002 16;30;687;1335;366;290;217;18,235;24,618;;;
21/8/2002 17;29,3;474;1335;189;121;146;18,228;24,356;;;
21/8/2002 18;28,6;242;1335;54;0;54;18,22;23,771;;;
21/8/2002 19;26,6;33;1335;4;0;4;18,212;22,905;;;
21/8/2002 20;24,5;0;1335;0;0;0;18,205;21,814;;;
21/8/2002 21;22,5;0;1335;0;0;0;18,199;20,574;;;
21/8/2002 22;21,7;0;1335;0;0;0;18,194;19,268;;;
21/8/2002 23;20,8;0;1335;0;0;0;18,19;17,986;;;
22/8/2002 00;20;0;1336;0;0;0;18,187;16,813;;;
22/8/2002 01;19,4;0;1336;0;0;0;18,184;15,831;;;
22/8/2002 02;18,8;0;1336;0;0;0;18,182;15,105;;;
22/8/2002 03;18,2;0;1336;0;0;0;18,18;14,684;;;
22/8/2002 04;18,2;0;1336;0;0;0;18,179;14,597;;;
22/8/2002 05;18,3;5;1336;1;0;1;18,177;14,85;;;
22/8/2002 06;18,3;167;1336;46;29;42;18,174;15,426;;;
22/8/2002 07;21,3;401;1336;197;286;111;18,172;16,284;;;
22/8/2002 08;24,2;621;1336;383;500;150;18,169;17,366;;;
22/8/2002 09;27,2;813;1336;555;686;137;18,167;18,598;;;
22/8/2002 10;28,6;964;1336;692;754;147;18,164;19,896;;;
22/8/2002 11;30;1062;1336;780;802;141;18,162;21,171;;;
22/8/2002 12;31,4;1101;1336;811;789;159;18,159;22,337;;;
22/8/2002 13;31,4;1080;1336;768;689;210;18,155;23,314;;;
22/8/2002 14;31,3;998;1336;667;542;261;18,148;24,035;;;
22/8/2002 15;31,3;862;1336;520;398;262;18,14;24,45;;;
22/8/2002 16;29,8;681;1336;314;170;227;18,131;24,531;;;
22/8/2002 17;28,3;468;1336;130;11;126;18,122;24,273;;;
22/8/2002 18;26,8;236;1336;21;0;21;18,114;23,692;;;
22/8/2002 19;24,5;30;1336;1;0;1;18,106;22,828;;;
22/8/2002 20;22,2;0;1336;0;0;0;18,098;21,74;;;
22/8/2002 21;19,9;0;1336;0;0;0;18,092;20,501;;;
22/8/2002 22;19,1;0;1336;0;0;0;18,086;19,195;;;
22/8/2002 23;18,3;0;1336;0;0;0;18,08;17,912;;;
23/8/2002 00;17,5;0;1336;0;0;0;18,074;16,738;;;
23/8/2002 01;17,3;0;1336;0;0;0;18,068;15,752;;;
23/8/2002 02;17,1;0;1336;0;0;0;18,063;15,022;;;
23/8/2002 03;16,9;0;1336;0;0;0;18,058;14,598;;;
23/8/2002 04;16,9;0;1336;0;0;0;18,054;14,507;;;
23/8/2002 05;16,9;4;1336;1;0;1;18,049;14,756;;;
