Time;Tdry;Iet_h;Iet_n;Igl_h;Idir_n;Idif_h;Tdry_mod;Tdry_Ideal;;;
21/7/2002 02;18,1;0;1323;0;0;0;19,459;16,309;;;
21/7/2002 03;17,6;0;1323;0;0;0;19,456;16,021;;;
21/7/2002 04;17,8;0;1323;0;0;0;19,454;16,071;;;
21/7/2002 05;18,1;76;1323;13;0;13;19,452;16,456;;;
21/7/2002 06;18,3;293;1323;111;134;81;19,449;17,151;;;
21/7/2002 07;19,2;515;1323;280;358;140;19,446;18,108;;;
21/7/2002 08;20,2;725;1323;467;607;133;19,445;19,262;;;
21/7/2002 09;21,1;909;1323;639;704;154;19,444;20,534;;;
21/7/2002 10;22,3;1053;1323;773;773;156;19,443;21,837;;;
21/7/2002 11;23,4;1149;1323;858;796;165;19,443;23,084;;;
21/7/2002 12;24,6;1189;1323;888;776;188;19,442;24,189;;;
21/7/2002 13;25,9;1172;1323;871;772;185;19,442;25,077;;;
21/7/2002 14;27,1;1097;1323;801;757;171;19,443;25,687;;;
21/7/2002 15;28,4;971;1323;683;690;175;19,443;25,978;;;
21/7/2002 16;27,5;801;1323;511;528;191;19,443;25,93;;;
21/7/2002 17;26,7;600;1323;323;321;177;19,443;25,546;;;
21/7/2002 18;25,8;381;1323;149;129;112;19,443;24,853;;;
21/7/2002 19;24,5;159;1323;33;0;33;19,442;23,898;;;
21/7/2002 20;23,1;6;1323;1;0;1;19,441;22,745;;;
21/7/2002 21;21,8;0;1323;0;0;0;19,439;21,474;;;
21/7/2002 22;20,1;0;1323;0;0;0;19,437;20,17;;;
21/7/2002 23;18,3;0;1323;0;0;0;19,436;18,923;;;
22/7/2002 00;16,6;0;1323;0;0;0;19,435;17,817;;;
22/7/2002 01;16,3;0;1323;0;0;0;19,434;16,928;;;
22/7/2002 02;16,1;0;1323;0;0;0;19,433;16,316;;;
22/7/2002 03;15,8;0;1323;0;0;0;19,433;16,023;;;
22/7/2002 04;16;0;1323;0;0;0;19,432;16,069;;;
22/7/2002 05;16,2;73;1323;13;0;13;19,432;16,45;;;
22/7/2002 06;16,4;290;1323;109;145;77;19,432;17,141;;;
22/7/2002 07;18,1;512;1323;276;351;140;19,432;18,095;;;
22/7/2002 08;19,8;722;1323;459;584;140;19,432;19,247;;;
22/7/2002 09;21,5;906;1323;624;670;164;19,432;20,518;;;
22/7/2002 10;22,9;1051;1323;737;675;200;19,432;21,822;;;
22/7/2002 11;24,4;1147;1323;791;547;316;19,432;23,069;;;
22/7/2002 12;25,8;1188;1323;781;474;355;19,432;24,176;;;
22/7/2002 13;25,1;1170;1323;676;284;424;19,43;25,067;;;
22/7/2002 14;24,3;1095;1323;512;159;380;19,429;25,681;;;
22/7/2002 15;23,6;969;1323;319;20;304;19,427;25,976;;;
22/7/2002 16;23,3;799;1323;246;14;237;19,424;25,932;;;
22/7/2002 17;23,1;598;1323;161;6;159;19,422;25,552;;;
22/7/2002 18;22,8;378;1323;78;0;78;19,418;24,862;;;
22/7/2002 19;21,7;156;1323;17;0;17;19,415;23,91;;;
22/7/2002 20;20,7;5;1323;0;0;0;19,412;22,759;;;
22/7/2002 21;19,6;0;1323;0;0;0;19,409;21,488;;;
22/7/2002 22;19,3;0;1323;0;0;0;19,406;20,184;;;
22/7/2002 23;19,1;0;1323;0;0;0;19,402;18,936;;;
23/7/2002 00;18,8;0;1323;0;0;0;19,399;17,827;;;
23/7/2002 01;18,2;0;1323;0;0;0;19,394;16,935;;;
23/7/2002 02;17,7;0;1323;0;0;0;19,39;16,319;;;
23/7/2002 03;17,1;0;1323;0;0;0;19,386;16,022;;;
23/7/2002 04;17;0;1323;0;0;0;19,383;16,064;;;
23/7/2002 05;17;70;1323;9;0;9;19,379;16,441;;;
23/7/2002 06;16,9;286;1323;67;0;67;19,376;17,129;;;
23/7/2002 07;18,6;509;1323;173;39;157;19,374;18,08;;;
23/7/2002 08;20,2;720;1323;290;87;243;19,373;19,229;;;
23/7/2002 09;21,9;904;1323;398;107;325;19,372;20,499;;;
23/7/2002 10;22,8;1049;1323;589;276;370;19,371;21,803;;;
23/7/2002 11;23,6;1145;1323;747;463;345;19,37;23,052;;;
23/7/2002 12;24,5;1186;1323;846;600;307;19,37;24,161;;;
23/7/2002 13;24,7;1168;1323;846;698;228;19,369;25,054;;;
23/7/2002 14;24,8;1094;1323;790;730;185;19,368;25,671;;;
23/7/2002 15;25;967;1323;681;705;165;19,367;25,97;;;
23/7/2002 16;24,1;797;1323;489;444;221;19,366;25,93;;;
23/7/2002 17;23,1;595;1323;281;201;190;19,364;25,555;;;
23/7/2002 18;22,2;375;1323;106;18;101;19,363;24,868;;;
23/7/2002 19;21,2;153;1323;21;0;21;19,362;23,918;;;
23/7/2002 20;20,1;5;1323;0;0;0;19,362;22,769;;;
23/7/2002 21;19,1;0;1323;0;0;0;19,361;21,5;;;
23/7/2002 22;18,5;0;1323;0;0;0;19,361;20,195;;;
23/7/2002 23;17,8;0;1323;0;0;0;19,361;18,945;;;
24/7/2002 00;17,2;0;1324;0;0;0;19,36;17,835;;;
24/7/2002 01;16,6;0;1324;0;0;0;19,36;16,939;;;
24/7/2002 02;16;0;1324;0;0;0;19,359;16,32;;;
24/7/2002 03;15,4;0;1324;0;0;0;19,359;16,019;;;
24/7/2002 04;15,5;0;1324;0;0;0;19,359;16,056;;;
24/7/2002 05;15,6;67;1324;7;0;7;19,359;16,429;;;
24/7/2002 06;15,7;283;1324;48;0;48;19,359;17,113;;;
24/7/2002 07;16,3;506;1324;107;0;107;19,359;18,061;;;
24/7/2002 08;16,9;717;1324;149;0;149;19,359;19,209;;;
24/7/2002 09;17,5;902;1324;159;0;159;19,358;20,477;;;
24/7/2002 10;17,9;1047;1324;194;2;192;19,356;21,781;;;
24/7/2002 11;18,4;1143;1324;217;3;214;19,353;23,031;;;
24/7/2002 12;18,8;1184;1324;227;4;224;19,35;24,142;;;
24/7/2002 13;18,4;1166;1324;223;4;219;19,347;25,039;;;
24/7/2002 14;17,9;1092;1324;204;3;202;19,344;25,659;;;
24/7/2002 15;17,5;965;1324;174;1;173;19,34;25,962;;;
24/7/2002 16;16,8;795;1324;134;0;134;19,336;25,926;;;
24/7/2002 17;16,1;593;1324;87;0;87;19,333;25,554;;;
24/7/2002 18;15,4;373;1324;42;0;42;19,329;24,871;;;
24/7/2002 19;15,2;149;1324;9;0;9;19,325;23,924;;;
24/7/2002 20;15;4;1324;0;0;0;19,322;22,777;;;
24/7/2002 21;14,8;0;1324;0;0;0;19,318;21,508;;;
24/7/2002 22;14,8;0;1324;0;0;0;19,315;20,204;;;
24/7/2002 23;14,8;0;1324;0;0;0;19,313;18,952;;;
25/7/2002 00;14,8;0;1324;0;0;0;19,311;17,84;;;
25/7/2002 01;14,9;0;1324;0;0;0;19,31;16,941;;;
25/7/2002 02;14,9;0;1324;0;0;0;19,309;16,318;;;
25/7/2002 03;15;0;1324;0;0;0;19,308;16,012;;;
25/7/2002 04;15,1;0;1324;0;0;0;19,308;16,045;;;
25/7/2002 05;15,1;64;1324;3;0;3;19,307;16,414;;;
25/7/2002 06;15,2;280;1324;26;0;26;19,306;17,095;;;
25/7/2002 07;15,2;503;1324;68;0;68;19,304;18,04;;;
25/7/2002 08;15,3;714;1324;115;0;115;19,302;19,185;;;
25/7/2002 09;15,3;899;1324;158;0;158;19,299;20,453;;;
25/7/2002 10;15,3;1045;1324;193;2;191;19,296;21,756;;;
25/7/2002 11;15,2;1141;1324;216;3;213;19,292;23,007;;;
25/7/2002 12;15,2;1182;1324;226;4;223;19,288;24,121;;;
25/7/2002 13;15,3;1165;1324;222;4;219;19,284;25,02;;;
25/7/2002 14;15,4;1090;1324;204;3;202;19,279;25,644;;;
25/7/2002 15;15,5;963;1324;174;1;173;19,274;25,951;;;
25/7/2002 16;15,3;792;1324;133;0;133;19,268;25,919;;;
25/7/2002 17;15,2;590;1324;87;0;87;19,262;25,551;;;
25/7/2002 18;15;370;1324;41;0;41;19,255;24,872;;;
25/7/2002 19;15;146;1324;8;0;8;19,249;23,927;;;
25/7/2002 20;15;3;1324;0;0;0;19,243;22,782;;;
25/7/2002 21;15;0;1324;0;0;0;19,239;21,514;;;
25/7/2002 22;14,9;0;1324;0;0;0;19,236;20,209;;;
25/7/2002 23;14,7;0;1324;0;0;0;19,232;18,956;;;
26/7/2002 00;14,6;0;1324;0;0;0;19,228;17,841;;;
26/7/2002 01;14,5;0;1324;0;0;0;19,223;16,94;;;
26/7/2002 02;14,4;0;1324;0;0;0;19,219;16,312;;;
26/7/2002 03;14,3;0;1324;0;0;0;19,215;16,003;;;
26/7/2002 04;14,5;0;1324;0;0;0;19,212;16,031;;;
26/7/2002 05;14,7;61;1324;4;0;4;19,208;16,397;;;
26/7/2002 06;14,9;276;1324;46;0;46;19,206;17,073;;;
26/7/2002 07;16;500;1324;123;0;123;19,204;18,015;;;
26/7/2002 08;16,6;712;1324;209;11;202;19,203;19,158;;;
26/7/2002 09;17,2;897;1324;288;14;279;19,203;20,425;;;
26/7/2002 10;18,1;1042;1324;351;26;331;19,203;21,729;;;
26/7/2002 11;18,9;1139;1324;394;28;370;19,204;22,981;;;
26/7/2002 12;19,8;1180;1324;412;28;387;19,205;24,096;;;
26/7/2002 13;19,3;1163;1324;348;3;345;19,207;24,998;;;
26/7/2002 14;18,9;1088;1324;264;5;260;19,208;25,626;;;
26/7/2002 15;18,4;960;1324;174;1;173;19,209;25,937;;;
26/7/2002 16;18,1;790;1324;133;0;133;19,209;25,909;;;
26/7/2002 17;17,8;587;1324;87;0;87;19,209;25,545;;;
26/7/2002 18;17,5;366;1324;41;0;41;19,209;24,869;;;
26/7/2002 19;17,2;143;1324;8;0;8;19,209;23,927;;;
26/7/2002 20;17;3;1324;0;0;0;19,208;22,783;;;
26/7/2002 21;16,7;0;1324;0;0;0;19,207;21,516;;;
26/7/2002 22;16,1;0;1324;0;0;0;19,206;20,211;;;
26/7/2002 23;15,6;0;1324;0;0;0;19,205;18,957;;;
27/7/2002 00;15;0;1324;0;0;0;19,205;17,84;;;
27/7/2002 01;14,7;0;1324;0;0;0;19,205;16,935;;;
27/7/2002 02;14,5;0;1324;0;0;0;19,205;16,304;;;
27/7/2002 03;14,2;0;1324;0;0;0;19,206;15,99;;;
27/7/2002 04;14,6;0;1324;0;0;0;19,206;16,015;;;
27/7/2002 05;14,9;59;1324;5;0;5;19,207;16,376;;;
27/7/2002 06;15,3;273;1324;45;0;45;19,207;17,049;;;
27/7/2002 07;16,2;497;1324;167;86;135;19,208;17,988;;;
27/7/2002 08;17;709;1324;346;196;241;19,209;19,129;;;
27/7/2002 09;17,9;894;1324;542;384;283;19,21;20,394;;;
27/7/2002 10;17,9;1040;1324;585;270;372;19,212;21,698;;;
27/7/2002 11;18;1137;1324;540;150;411;19,214;22,951;;;
27/7/2002 12;18;1178;1324;413;16;398;19,216;24,068;;;
27/7/2002 13;18,1;1160;1324;405;12;394;19,219;24,973;;;
27/7/2002 14;18,1;1085;1324;372;12;363;19,222;25,605;;;
27/7/2002 15;18,2;958;1324;316;35;291;19,226;25,919;;;
27/7/2002 16;18;787;1324;242;28;225;19,229;25,896;;;
27/7/2002 17;17,9;584;1324;157;4;155;19,232;25,535;;;
27/7/2002 18;17,7;363;1324;74;0;74;19,236;24,863;;;
27/7/2002 19;16,6;139;1324;23;0;23;19,238;23,924;;;
27/7/2002 20;15,4;2;1324;0;0;0;19,241;22,782;;;
27/7/2002 21;14,3;0;1324;0;0;0;19,243;21,516;;;
27/7/2002 22;13,4;0;1324;0;0;0;19,244;20,211;;;
27/7/2002 23;12,4;0;1324;0;0;0;19,245;18,955;;;
28/7/2002 00;11,5;0;1325;0;0;0;19,245;17,836;;;
28/7/2002 01;11,4;0;1325;0;0;0;19,245;16,928;;;
28/7/2002 02;11,2;0;1325;0;0;0;19,244;16,293;;;
28/7/2002 03;11,1;0;1325;0;0;0;19,244;15,975;;;
28/7/2002 04;11,5;0;1325;0;0;0;19,243;15,995;;;
28/7/2002 05;12;56;1325;8;0;8;19,243;16,352;;;
28/7/2002 06;12,4;269;1325;61;0;61;19,242;17,022;;;
28/7/2002 07;13,4;493;1325;137;6;135;19,242;17,958;;;
28/7/2002 08;14,3;706;1325;178;2;177;19,244;19,097;;;
28/7/2002 09;15,3;891;1325;157;0;157;19,246;20,361;;;
28/7/2002 10;16,4;1038;1325;301;9;295;19,248;21,665;;;
28/7/2002 11;17,5;1135;1325;446;26;423;19,25;22,919;;;
28/7/2002 12;18,6;1176;1325;565;152;429;19,253;24,038;;;
28/7/2002 13;19,1;1158;1325;636;262;407;19,256;24,946;;;
28/7/2002 14;19,7;1083;1325;647;330;377;19,26;25,581;;;
28/7/2002 15;20,2;956;1325;594;440;276;19,265;25,899;;;
28/7/2002 16;20;784;1325;492;506;192;19,269;25,879;;;
28/7/2002 17;19,9;581;1325;333;437;141;19,273;25,523;;;
28/7/2002 18;19,7;360;1325;158;176;111;19,276;24,854;;;
28/7/2002 19;17,8;135;1325;29;0;29;19,277;23,918;;;
28/7/2002 20;15,8;2;1325;0;0;0;19,279;22,778;;;
28/7/2002 21;13,9;0;1325;0;0;0;19,28;21,512;;;
28/7/2002 22;13,3;0;1325;0;0;0;19,282;20,207;;;
28/7/2002 23;12,8;0;1325;0;0;0;19,283;18,951;;;
29/7/2002 00;12,2;0;1325;0;0;0;19,284;17,829;;;
29/7/2002 01;12;0;1325;0;0;0;19,285;16,918;;;
29/7/2002 02;11,8;0;1325;0;0;0;19,285;16,279;;;
29/7/2002 03;11,6;0;1325;0;0;0;19,284;15,957;;;
29/7/2002 04;12,2;0;1325;0;0;0;19,281;15,973;;;
29/7/2002 05;12,9;53;1325;9;0;9;19,279;16,326;;;
29/7/2002 06;13,5;265;1325;81;54;71;19,278;16,991;;;
29/7/2002 07;14,8;490;1325;208;152;152;19,279;17,924;;;
29/7/2002 08;16,1;703;1325;323;108;266;19,28;19,061;;;
29/7/2002 09;17,4;889;1325;390;101;323;19,282;20,324;;;
29/7/2002 10;17,2;1035;1325;394;7;388;19,285;21,628;;;
29/7/2002 11;17;1133;1325;335;11;325;19,286;22,883;;;
29/7/2002 12;16,5;1174;1325;224;2;221;19,289;24,004;;;
29/7/2002 13;18;1156;1325;344;11;334;19,291;24,915;;;
29/7/2002 14;19,6;1081;1325;416;29;392;19,295;25,553;;;
29/7/2002 15;21,1;953;1325;427;117;343;19,298;25,876;;;
29/7/2002 16;20,6;782;1325;433;310;250;19,301;25,86;;;
29/7/2002 17;20,1;578;1325;320;401;145;19,303;25,507;;;
29/7/2002 18;19,6;356;1325;156;171;109;19,305;24,842;;;
29/7/2002 19;18,3;131;1325;28;0;28;19,306;23,908;;;
29/7/2002 20;17,1;1;1325;0;0;0;19,307;22,771;;;
29/7/2002 21;15,8;0;1325;0;0;0;19,307;21,506;;;
29/7/2002 22;15,4;0;1325;0;0;0;19,308;20,201;;;
29/7/2002 23;14,9;0;1325;0;0;0;19,309;18,943;;;
30/7/2002 00;14,5;0;1325;0;0;0;19,31;17,819;;;
30/7/2002 01;14,6;0;1325;0;0;0;19,312;16,905;;;
30/7/2002 02;14,7;0;1325;0;0;0;19,313;16,263;;;
30/7/2002 03;14,8;0;1325;0;0;0;19,314;15,936;;;
30/7/2002 04;14,9;0;1325;0;0;0;19,315;15,948;;;
30/7/2002 05;15,1;50;1325;2;0;2;19,316;16,296;;;
30/7/2002 06;15,2;262;1325;23;0;23;19,316;16,958;;;
30/7/2002 07;16,6;487;1325;83;0;83;19,316;17,888;;;
30/7/2002 08;18,1;700;1325;174;5;172;19,318;19,023;;;
30/7/2002 09;19,5;886;1325;282;37;257;19,32;20,285;;;
30/7/2002 10;20,9;1033;1325;392;7;386;19,323;21,589;;;
30/7/2002 11;22,2;1130;1325;489;92;410;19,325;22,845;;;
30/7/2002 12;23,6;1172;1325;559;132;442;19,328;23,968;;;
30/7/2002 13;23,8;1154;1325;502;92;421;19,332;24,881;;;
30/7/2002 14;24;1078;1325;415;7;409;19,336;25,523;;;
30/7/2002 15;24,2;950;1325;311;40;282;19,341;25,849;;;
30/7/2002 16;22,5;779;1325;203;14;195;19,345;25,838;;;
30/7/2002 17;20,8;575;1325;108;0;108;19,349;25,489;;;
30/7/2002 18;19,1;353;1325;38;0;38;19,353;24,827;;;
30/7/2002 19;18;127;1325;7;0;7;19,356;23,896;;;
30/7/2002 20;16,9;1;1325;0;0;0;19,358;22,761;;;
30/7/2002 21;15,8;0;1325;0;0;0;19,358;21,497;;;
30/7/2002 22;15,4;0;1325;0;0;0;19,359;20,191;;;
30/7/2002 23;15,1;0;1325;0;0;0;19,359;18,932;;;
31/7/2002 00;14,7;0;1326;0;0;0;19,359;17,806;;;
31/7/2002 01;14,5;0;1326;0;0;0;19,359;16,889;;;
31/7/2002 02;14,3;0;1326;0;0;0;19,36;16,243;;;
31/7/2002 03;14,1;0;1326;0;0;0;19,359;15,912;;;
31/7/2002 04;14;0;1326;0;0;0;19,359;15,92;;;
31/7/2002 05;14;47;1326;2;0;2;19,359;16,264;;;
31/7/2002 06;13,9;258;1326;23;0;23;19,359;16,922;;;
31/7/2002 07;14,2;484;1326;64;0;64;19,36;17,849;;;
31/7/2002 08;14,5;697;1326;111;0;111;19,361;18,982;;;
31/7/2002 09;14,8;883;1326;155;0;155;19,361;20,243;;;
31/7/2002 10;16,3;1031;1326;346;62;298;19,362;21,546;;;
31/7/2002 11;17,8;1128;1326;533;163;395;19,362;22,803;;;
31/7/2002 12;19,3;1169;1326;679;310;405;19,362;23,928;;;
31/7/2002 13;19,6;1151;1326;591;170;443;19,361;24,845;;;
31/7/2002 14;19,9;1076;1326;461;104;377;19,358;25,49;;;
31/7/2002 15;20,2;948;1326;312;13;302;19,355;25,82;;;
31/7/2002 16;19,9;776;1326;203;4;201;19,351;25,813;;;
31/7/2002 17;19,7;571;1326;107;0;107;19,347;25,468;;;
31/7/2002 18;18,6;349;1326;38;0;38;19,344;24,809;;;
31/7/2002 19;17,4;123;1326;16;0;16;19,339;23,881;;;
31/7/2002 20;16,3;0;1326;0;0;0;19,336;22,747;;;
31/7/2002 21;15,3;0;1326;0;0;0;19,332;21,485;;;
31/7/2002 22;14,5;0;1326;0;0;0;19,33;20,179;;;
31/7/2002 23;13,8;0;1326;0;0;0;19,328;18,919;;;
1/8/2002 00;13,4;0;1326;0;0;0;19,327;17,79;;;
1/8/2002 01;13,1;0;1326;0;0;0;19,326;16,87;;;
1/8/2002 02;13;0;1326;0;0;0;19,325;16,22;;;
1/8/2002 03;12,9;0;1326;0;0;0;19,324;15,886;;;
1/8/2002 04;12,9;0;1326;0;0;0;19,323;15,889;;;
1/8/2002 05;12,9;45;1326;9;0;9;19,322;16,229;;;
1/8/2002 06;14,7;254;1326;89;114;67;19,319;16,884;;;
1/8/2002 07;15,9;480;1326;252;332;132;19,318;17,807;;;
1/8/2002 08;17,2;694;1326;436;569;137;19,317;18,938;;;
1/8/2002 09;18,4;881;1326;605;667;161;19,316;20,198;;;
1/8/2002 10;19,6;1028;1326;732;728;167;19,314;21,501;;;
1/8/2002 11;20,9;1126;1326;810;705;210;19,313;22,759;;;
1/8/2002 12;22,1;1167;1326;832;640;267;19,312;23,886;;;
1/8/2002 13;22,5;1149;1326;831;707;217;19,311;24,805;;;
1/8/2002 14;23;1073;1326;774;738;176;19,31;25,454;;;
1/8/2002 15;23,4;945;1326;664;711;157;19,309;25,788;;;
1/8/2002 16;23,4;772;1326;511;646;134;19,308;25,785;;;
1/8/2002 17;23,4;568;1326;330;476;126;19,307;25,444;;;
1/8/2002 18;23,4;345;1326;151;214;96;19,305;24,788;;;
1/8/2002 19;22,3;119;1326;23;0;23;19,303;23,863;;;
1/8/2002 20;21,1;0;1326;0;0;0;19,301;22,731;;;
1/8/2002 21;20;0;1326;0;0;0;19,3;21,47;;;
1/8/2002 22;18,7;0;1326;0;0;0;19,3;20,164;;;
1/8/2002 23;17,4;0;1326;0;0;0;19,3;18,902;;;
2/8/2002 00;16,1;0;1326;0;0;0;19,299;17,772;;;
2/8/2002 01;15,6;0;1326;0;0;0;19,299;16,848;;;
2/8/2002 02;15;0;1326;0;0;0;19,299;16,195;;;
2/8/2002 03;14,5;0;1326;0;0;0;19,3;15,856;;;
2/8/2002 04;14,9;0;1326;0;0;0;19,3;15,855;;;
2/8/2002 05;15,2;42;1326;8;0;8;19,3;16,191;;;
2/8/2002 06;15,6;250;1326;83;86;66;19,3;16,842;;;
2/8/2002 07;17,6;477;1326;232;257;139;19,3;17,763;;;
2/8/2002 08;19,6;691;1326;392;397;185;19,3;18,891;;;
2/8/2002 09;21,6;878;1326;529;396;266;19,299;20,149;;;
2/8/2002 10;23,8;1025;1326;670;521;266;19,297;21,453;;;
2/8/2002 11;26,1;1123;1326;773;554;302;19,294;22,712;;;
2/8/2002 12;28,3;1164;1326;828;636;268;19,29;23,841;;;
2/8/2002 13;28,5;1147;1326;820;678;233;19,286;24,763;;;
2/8/2002 14;28,8;1071;1326;759;694;197;19,282;25,415;;;
2/8/2002 15;29;942;1326;649;666;175;19,278;25,753;;;
2/8/2002 16;28,9;769;1326;497;591;154;19,273;25,753;;;
2/8/2002 17;28,7;564;1326;320;440;133;19,269;25,416;;;
2/8/2002 18;28,6;341;1326;145;193;96;19,264;24,765;;;
2/8/2002 19;26,1;115;1326;23;0;23;19,258;23,842;;;
2/8/2002 20;23,7;0;1326;0;0;0;19,254;22,712;;;
2/8/2002 21;21,2;0;1326;0;0;0;19,25;21,452;;;
2/8/2002 22;19,9;0;1326;0;0;0;19,247;20,146;;;
2/8/2002 23;18,6;0;1326;0;0;0;19,244;18,883;;;
3/8/2002 00;17,3;0;1327;0;0;0;19,242;17,75;;;
3/8/2002 01;17,1;0;1327;0;0;0;19,241;16,824;;;
3/8/2002 02;17;0;1327;0;0;0;19,239;16,167;;;
3/8/2002 03;16,8;0;1327;0;0;0;19,238;15,824;;;
3/8/2002 04;17,1;0;1327;0;0;0;19,236;15,818;;;
3/8/2002 05;17,5;40;1327;7;0;7;19,235;16,15;;;
3/8/2002 06;17,8;247;1327;81;82;65;19,232;16,797;;;
3/8/2002 07;23,4;473;1327;235;277;136;19,231;17,715;;;
3/8/2002 08;29;688;1327;412;475;165;19,229;18,841;;;
3/8/2002 09;23,8;875;1327;569;565;196;19,227;20,098;;;
3/8/2002 10;25;1023;1327;623;399;316;19,225;21,401;;;
3/8/2002 11;26,3;1121;1327;570;218;385;19,224;22,661;;;
3/8/2002 12;27,5;1162;1327;405;66;347;19,223;23,792;;;
3/8/2002 13;28,2;1144;1327;586;270;353;19,221;24,717;;;
3/8/2002 14;29;1068;1327;661;408;332;19,22;25,373;;;
3/8/2002 15;29,7;939;1327;628;562;230;19,218;25,715;;;
3/8/2002 16;29,3;766;1327;486;556;164;19,215;25,719;;;
3/8/2002 17;28,9;560;1327;314;426;134;19,212;25,386;;;
3/8/2002 18;28,5;337;1327;142;188;95;19,209;24,738;;;
3/8/2002 19;26,7;110;1327;21;0;21;19,205;23,819;;;
3/8/2002 20;25;0;1327;0;0;0;19,201;22,691;;;
3/8/2002 21;23,2;0;1327;0;0;0;19,197;21,431;;;
3/8/2002 22;21,2;0;1327;0;0;0;19,194;20,124;;;
3/8/2002 23;20,4;0;1327;0;0;0;19,19;18,861;;;
4/8/2002 00;19,6;0;1327;0;0;0;19,187;17,726;;;
4/8/2002 01;19,1;0;1327;0;0;0;19,185;16,796;;;
4/8/2002 02;18,5;0;1327;0;0;0;19,182;16,136;;;
4/8/2002 03;18;0;1327;0;0;0;19,18;15,789;;;
4/8/2002 04;18,2;0;1327;0;0;0;19,178;15,779;;;
4/8/2002 05;18,3;37;1327;5;0;5;19,175;16,107;;;
4/8/2002 06;18,5;243;1327;38;0;38;19,173;16,75;;;
4/8/2002 07;20,6;470;1327;178;117;137;19,171;17,665;;;
4/8/2002 08;22,7;685;1327;386;348;207;19,169;18,788;;;
4/8/2002 09;24,8;872;1327;593;640;172;19,167;20,044;;;
4/8/2002 10;26,2;1020;1327;663;516;266;19,165;21,347;;;
4/8/2002 11;27,5;1118;1327;604;277;370;19,162;22,608;;;
4/8/2002 12;28,9;1159;1327;402;65;345;19,159;23,741;;;
4/8/2002 13;29,1;1141;1327;496;114;397;19,154;24,669;;;
4/8/2002 14;29,3;1065;1327;534;216;361;19,149;25,328;;;
4/8/2002 15;29,5;936;1327;510;263;324;19,142;25,674;;;
4/8/2002 16;28,9;762;1327;422;338;228;19,135;25,682;;;
4/8/2002 17;28,2;557;1327;287;312;156;19,129;25,353;;;
4/8/2002 18;27,6;333;1327;133;155;95;19,122;24,708;;;
4/8/2002 19;25,5;105;1327;20;0;20;19,115;23,792;;;
4/8/2002 20;23,5;0;1327;0;0;0;19,109;22,666;;;
4/8/2002 21;21,4;0;1327;0;0;0;19,103;21,407;;;
4/8/2002 22;20,6;0;1327;0;0;0;19,098;20,101;;;
4/8/2002 23;19,7;0;1327;0;0;0;19,094;18,836;;;
5/8/2002 00;18,9;0;1327;0;0;0;19,09;17,698;;;
5/8/2002 01;18,7;0;1327;0;0;0;19,087;16,766;;;
5/8/2002 02;18,6;0;1327;0;0;0;19,085;16,102;;;
5/8/2002 03;18,4;0;1327;0;0;0;19,083;15,75;;;
5/8/2002 04;18,4;0;1327;0;0;0;19,082;15,736;;;
5/8/2002 05;18,4;35;1327;6;0;6;19,079;16,06;;;
5/8/2002 06;18,4;239;1327;76;75;63;19,076;16,7;;;
5/8/2002 07;20,6;466;1327;204;164;146;19,073;17,611;;;
5/8/2002 08;22,7;681;1327;292;117;232;19,069;18,733;;;
5/8/2002 09;24,9;869;1327;277;18;265;19,065;19,988;;;
5/8/2002 10;26,5;1017;1327;340;26;320;19,061;21,29;;;
5/8/2002 11;28,1;1115;1327;383;27;360;19,058;22,552;;;
5/8/2002 12;29,7;1157;1327;401;28;377;19,056;23,687;;;
5/8/2002 13;28,9;1139;1327;393;28;370;19,055;24,618;;;
5/8/2002 14;28;1062;1327;360;27;339;19,054;25,28;;;
5/8/2002 15;27,2;933;1327;305;18;292;19,053;25,63;;;
5/8/2002 16;27,3;759;1327;289;67;251;19,052;25,642;;;
5/8/2002 17;27,4;553;1327;215;59;191;19,049;25,317;;;
5/8/2002 18;27,5;328;1327;106;61;91;19,047;24,676;;;
5/8/2002 19;26;101;1327;16;0;16;19,043;23,762;;;
5/8/2002 20;24,6;0;1327;0;0;0;19,04;22,638;;;
5/8/2002 21;23,1;0;1327;0;0;0;19,037;21,38;;;
5/8/2002 22;22,2;0;1327;0;0;0;19,034;20,074;;;
5/8/2002 23;21,2;0;1327;0;0;0;19,031;18,808;;;
6/8/2002 00;20,3;0;1328;0;0;0;19,028;17,668;;;
6/8/2002 01;19,8;0;1328;0;0;0;19,026;16,733;;;
6/8/2002 02;19,2;0;1328;0;0;0;19,023;16,065;;;
6/8/2002 03;18,7;0;1328;0;0;0;19,021;15,71;;;
6/8/2002 04;18,8;0;1328;0;0;0;19,018;15,691;;;
6/8/2002 05;19;32;1328;6;0;6;19,016;16,011;;;
6/8/2002 06;19,1;235;1328;78;92;62;19,014;16,647;;;
6/8/2002 07;20,9;463;1328;238;316;128;19,012;17,555;;;
6/8/2002 08;22,8;678;1328;422;499;167;19,01;18,674;;;
6/8/2002 09;24,6;866;1328;593;666;158;19,01;19,928;;;
6/8/2002 10;25,1;1015;1328;720;705;181;19,01;21,231;;;
6/8/2002 11;25,5;1113;1328;798;703;207;19,011;22,493;;;
6/8/2002 12;26;1154;1328;819;656;248;19,011;23,63;;;
6/8/2002 13;26,2;1136;1328;803;656;241;19,012;24,563;;;
6/8/2002 14;26,3;1059;1328;736;652;215;19,013;25,229;;;
6/8/2002 15;26,5;929;1328;621;574;219;19,015;25,583;;;
